attacker,defender,best_move,damage_pct,reverse_move,reverse_pct,speed_advantage,old_score,offense_score,defense_score,speed_score,typing_score,movepool_score,mega_score,efficiency,meta_weight,is_meta,is_ohko,is_2hko,coverage_depth,survival_margin,trick_room_favor,priority_net,coverage_types,status_threat_net,setup_potential_net
Slowking-Galar,Krookodile,Hyper Beam,75.9,Earthquake,145.9,-0.7,-0.91,-0.119,-0.492,-0.325,-0.692,0.110,0.000,-0.282,0.05,0,0,1,0.250,-0.459,0.000,0.000,0.800,0.400,-0.200
Slowking-Galar,Cofagrigus,Future Sight,85.7,Shadow Ball,77.6,0,0.08,-0.129,0.025,0.030,-0.308,0.190,0.000,-0.038,0.05,0,0,1,0.000,0.224,0.000,0.000,0.800,0.300,0.000
Slowking-Galar,Garbodor,Future Sight,178.1,Explosion,105.3,-0.7,0.52,0.775,-0.173,-0.285,0.467,0.310,0.000,0.21,0.05,0,1,1,0.250,-0.053,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Zoroark,Belch,128.9,Night Daze,102.4,-0.7,0.06,0.634,-0.124,-0.325,-0.383,0.080,0.000,0.064,0.05,0,1,1,0.250,-0.024,0.000,0.000,0.800,0.200,0.000
Slowking-Galar,Zoroark-Hisui,Future Sight,133.8,Bitter Malice,88.2,-0.7,0.25,0.592,-0.039,-0.348,-0.308,0.280,0.000,0.096,0.02,1,1,1,0.000,0.118,0.000,0.000,0.800,0.400,0.200
Slowking-Galar,Reuniclus,Belch,71.9,Future Sight,69.4,0,0.03,-0.221,0.074,0.015,-0.075,0.040,0.000,-0.048,0.05,0,0,1,0.000,0.306,0.000,0.000,0.800,0.100,0.000
Slowking-Galar,Vanilluxe,Future Sight,84.2,Explosion,67.6,-0.7,-0.04,-0.064,-0.022,-0.340,0.000,0.230,0.000,-0.07,0.05,0,0,1,0.250,0.324,0.000,0.000,0.800,0.400,0.000
Slowking-Galar,Emolga,Future Sight,133.8,Wild Charge,50,-0.7,0.63,0.592,0.083,-0.378,0.000,0.200,0.000,0.143,0.05,0,1,1,0.000,0.500,0.000,0.000,0.800,0.200,0.200
Slowking-Galar,Chandelure,Future Sight,94.1,Shadow Ball,103.5,-0.7,-0.3,-0.073,-0.131,-0.370,-0.308,0.250,0.000,-0.134,0.02,1,0,1,0.000,-0.035,0.000,0.000,0.800,0.400,-0.200
Slowking-Galar,Beartic,Future Sight,82.9,Earthquake,105.9,-0.5,-0.38,-0.072,-0.252,-0.108,0.000,-0.090,0.000,-0.115,0.05,0,0,1,0.250,-0.059,0.000,0.000,0.800,-0.100,-0.200
Slowking-Galar,Stunfisk,Future Sight,64.1,Earth Power,78.8,0,-0.15,-0.273,0.017,0.021,-0.308,0.000,0.000,-0.104,0.05,0,0,1,0.000,0.212,0.000,0.000,0.800,0.000,0.000
Slowking-Galar,Stunfisk-Galar,Focus Punch,47.8,Earthquake,116.5,0,-0.69,-0.606,-0.316,0.021,-0.692,-0.055,0.000,-0.331,0.05,0,0,0,0.250,-0.165,0.000,0.000,0.800,0.000,-0.500
Slowking-Galar,Golurk,Future Sight,86,Headlong Rush,181.2,-0.5,-1.1,-0.127,-0.704,-0.148,-0.308,0.260,0.000,-0.248,0.039,1,0,1,0.000,-0.812,0.000,0.000,0.800,0.600,-0.200
Slowking-Galar,Hydreigon,Belch,76,Dark Pulse,92.9,-0.7,-0.38,-0.118,-0.067,-0.385,-0.383,0.230,0.000,-0.145,0.039,1,0,1,0.250,0.071,0.000,0.000,0.800,0.400,0.000
Slowking-Galar,Volcarona,Future Sight,71.3,Overheat,79.4,-0.7,-0.29,-0.225,0.014,-0.370,0.000,0.310,0.000,-0.107,0.039,1,0,1,0.000,0.206,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Chesnaught,Future Sight,180.4,Wood Hammer,40.6,-0.5,1.25,0.850,0.290,-0.197,0.617,0.500,0.000,0.4,0.02,1,1,1,0.500,0.594,0.000,0.000,0.800,0.400,0.800
Slowking-Galar,Delphox,Belch,78.7,Heat Wave,51.8,-0.7,0.06,-0.175,0.179,-0.370,-0.075,0.180,0.000,-0.071,0.137,1,0,1,0.000,0.482,0.000,0.000,0.800,0.100,0.000
Slowking-Galar,Greninja,Belch,104.8,Dark Pulse,82.4,-0.7,0.01,0.074,-0.004,-0.348,-0.383,0.280,0.000,-0.059,0.02,1,0,1,0.250,0.176,0.000,0.000,0.800,0.400,0.200
Slowking-Galar,Diggersby,Future Sight,90,Earthquake,92.9,-0.7,-0.24,-0.025,-0.174,-0.309,-0.308,0.310,0.000,-0.113,0.05,0,0,1,0.250,0.071,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Talonflame,Future Sight,102.6,Brave Bird,82.9,-0.7,-0.01,-0.016,-0.114,-0.370,0.000,0.350,0.000,-0.072,0.137,1,0,1,0.000,0.171,0.000,0.000,0.800,0.400,0.200
Slowking-Galar,Vivillon,Future Sight,127.7,Hurricane,51.8,-0.7,0.55,0.551,0.179,-0.370,0.000,0.170,0.000,0.153,0.02,1,1,1,0.000,0.482,0.000,0.000,0.800,0.300,0.200
Slowking-Galar,Floette,Belch,1714.7,Moonblast,2.9,-0.2,17.06,0.775,0.548,0.315,0.542,0.530,0.000,0.54,0.373,1,1,1,0.250,0.971,0.000,0.000,0.800,0.300,0.800
Slowking-Galar,Floette-Eternal,Belch,128.9,Moonblast,27.6,-0.7,0.8,0.634,0.400,-0.325,0.542,0.650,0.000,0.344,0.373,1,1,1,0.250,0.724,0.000,0.000,0.800,0.600,0.800
Slowking-Galar,Florges,Belch,107.2,Hyper Beam,54.1,-0.7,0.32,0.090,0.241,-0.285,0.542,0.360,0.000,0.12,0.05,0,0,1,0.250,0.459,0.000,0.000,0.800,0.600,0.200
Slowking-Galar,Pangoro,Belch,90.6,Giga Impact,75.9,-0.5,0,-0.021,0.003,-0.149,-0.308,0.230,0.000,-0.043,0.05,0,0,1,0.250,0.241,0.000,0.000,0.800,0.400,0.000
Slowking-Galar,Furfrou,Future Sight,84.7,Giga Impact,85.3,-0.7,-0.22,-0.060,-0.128,-0.340,0.000,0.360,0.000,-0.082,0.05,0,0,1,0.250,0.147,0.000,0.000,0.800,0.600,0.200
Slowking-Galar,Meowstic,Belch,93.3,Expanding Force,35.9,-0.7,0.36,-0.078,0.275,-0.485,-0.075,0.410,0.000,-0.018,0.02,1,0,1,0.000,0.641,0.000,-0.500,0.800,0.300,0.600
Slowking-Galar,Meowstic-F,Belch,93.3,Future Sight,53.5,-0.7,0.19,-0.078,0.169,-0.385,-0.075,0.120,0.000,-0.054,0.05,0,0,1,0.000,0.465,0.000,0.000,0.800,0.300,0.000
Slowking-Galar,Aegislash,Future Sight,33.3,Poltergeist,118.2,-0.5,-1,-0.778,-0.326,-0.265,-0.692,0.255,0.000,-0.412,0.118,1,0,0,0.000,-0.182,0.000,-0.500,0.800,0.600,-0.500
Slowking-Galar,Aegislash-Blade,Future Sight,73.3,Poltergeist,183.5,-0.5,-1.25,-0.211,-0.718,-0.165,-0.692,0.190,0.000,-0.326,0.05,0,0,1,0.000,-0.835,0.000,0.000,0.800,0.600,-0.200
Slowking-Galar,Aromatisse,Belch,146.6,Hyper Beam,50,0.3,1.06,0.752,0.265,0.038,0.542,0.040,0.000,0.358,0.05,0,1,1,0.250,0.500,0.000,0.000,0.800,-0.200,0.200
Slowking-Galar,Slurpuff,Belch,187.3,Hyper Beam,45.3,-0.7,1.21,0.775,0.293,-0.261,0.542,0.320,0.000,0.34,0.05,0,1,1,0.250,0.547,0.000,0.000,0.800,0.300,0.800
Slowking-Galar,Clawitzer,Future Sight,88.4,Hyper Beam,56.5,-0.5,0.17,-0.111,0.151,-0.179,0.000,0.240,0.000,-0.007,0.05,0,0,1,0.000,0.435,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Heliolisk,Focus Punch,103.6,Hyper Beam,79.4,-0.7,0.03,0.066,0.014,-0.363,0.000,0.360,0.000,-0.013,0.05,0,0,1,0.250,0.206,0.000,0.000,0.800,0.600,0.200
Slowking-Galar,Tyrantrum,Future Sight,112.7,Head Smash,111.8,-0.7,-0.2,0.126,-0.287,-0.253,-0.075,0.240,0.000,-0.068,0.05,0,0,1,0.250,-0.118,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Aurorus,Focus Punch,113.1,Meteor Beam,60,-0.5,0.38,0.129,0.130,-0.187,-0.075,0.210,0.000,0.047,0.05,0,0,1,0.250,0.400,0.000,0.000,0.800,0.400,0.200
Slowking-Galar,Sylveon,Belch,110.6,Hyper Beam,53.5,-0.5,0.42,0.112,0.244,-0.265,0.542,0.380,0.000,0.134,0.078,1,0,1,0.250,0.465,0.000,-0.500,0.800,0.300,0.200
Slowking-Galar,Hawlucha,Future Sight,219.6,Brave Bird,74.7,-0.7,1.24,0.775,0.010,-0.325,0.308,0.270,0.000,0.228,0.02,1,1,1,0.250,0.253,0.000,0.000,0.800,0.200,0.200
Slowking-Galar,Dedenne,Belch,225.4,Hyper Beam,44.1,-0.7,1.6,0.775,0.301,-0.378,0.308,0.440,0.000,0.307,0.05,0,1,1,0.250,0.559,0.000,0.000,0.800,0.600,0.800
Slowking-Galar,Goodra,Future Sight,50.9,Draco Meteor,69.4,-0.7,-0.39,-0.661,0.074,-0.325,0.000,0.310,0.000,-0.214,0.05,0,0,0,0.000,0.306,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Goodra-Hisui,Focus Punch,55.5,Flash Cannon,42.9,-0.5,-0.02,-0.555,0.233,-0.165,-0.458,0.530,0.000,-0.134,0.02,1,0,0,0.250,0.571,0.000,0.000,0.800,0.600,0.600
Slowking-Galar,Klefki,Future Sight,50,Last Resort,53.5,-0.7,-0.25,-0.667,0.137,-0.345,-0.383,0.240,0.000,-0.249,0.05,0,0,0,0.000,0.465,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Trevenant,Future Sight,86.3,Poltergeist,155.3,-0.5,-0.84,-0.125,-0.473,-0.178,-0.158,0.190,0.000,-0.188,0.05,0,0,1,0.000,-0.553,0.000,0.000,0.800,0.600,-0.200
Slowking-Galar,Gourgeist,Future Sight,105,Poltergeist,135.3,-0.7,-0.51,0.000,-0.353,-0.370,-0.158,0.190,0.000,-0.159,0.05,0,0,1,0.000,-0.353,0.000,0.000,0.800,0.300,0.000
Slowking-Galar,Gourgeist-Small,Future Sight,113.1,Poltergeist,130.6,-0.7,-0.38,0.054,-0.325,-0.370,-0.158,0.190,0.000,-0.136,0.05,0,0,1,0.000,-0.306,0.000,0.000,0.800,0.300,0.000
Slowking-Galar,Gourgeist-Large,Future Sight,98,Poltergeist,138.8,-0.7,-0.62,-0.047,-0.374,-0.282,-0.158,0.140,0.000,-0.166,0.05,0,0,1,0.000,-0.388,0.000,0.000,0.800,0.300,-0.200
Slowking-Galar,Gourgeist-Jumbo,Future Sight,91.9,Poltergeist,144.7,-0.5,-0.68,-0.087,-0.410,-0.162,-0.158,0.140,0.000,-0.163,0.05,0,0,1,0.000,-0.447,0.000,0.000,0.800,0.300,-0.200
Slowking-Galar,Avalugg,Future Sight,123.5,Giga Impact,72.9,0.3,0.6,0.598,-0.054,0.069,0.000,0.240,0.000,0.204,0.05,0,1,1,0.250,0.271,0.000,0.000,0.800,0.300,0.200
Slowking-Galar,Avalugg-Hisui,Future Sight,144.7,Earthquake,103.5,0,0.41,0.740,-0.238,-0.012,-0.075,0.240,0.000,0.177,0.05,0,1,1,0.250,-0.035,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Noivern,Future Sight,88.1,Draco Meteor,63.5,-0.7,0.04,-0.113,0.109,-0.370,0.000,0.160,0.000,-0.064,0.05,0,0,1,0.000,0.365,0.000,0.000,0.800,0.400,0.000
Slowking-Galar,Decidueye,Future Sight,77.1,Poltergeist,151.8,-0.7,-0.96,-0.186,-0.452,-0.290,-0.158,0.260,0.000,-0.217,0.05,0,0,1,0.000,-0.518,0.000,0.000,0.800,0.600,-0.200
Slowking-Galar,Decidueye-Hisui,Future Sight,150.9,Giga Impact,70.6,-0.5,0.65,0.850,0.110,-0.210,0.617,0.280,0.000,0.33,0.05,0,1,1,0.500,0.294,0.000,0.000,0.800,0.400,0.200
Slowking-Galar,Incineroar,Belch,74.7,Throat Chop,116.5,-0.5,-0.57,-0.127,-0.316,-0.265,-0.383,0.180,0.000,-0.19,1,1,0,1,0.250,-0.165,0.000,-0.500,0.800,0.400,-0.200
Slowking-Galar,Primarina,Belch,135.5,Hydro Cannon,87.1,-0.5,0.33,0.678,0.043,-0.188,0.308,0.090,0.000,0.216,0.098,1,1,1,0.250,0.129,0.000,0.000,0.800,0.100,0.200
Slowking-Galar,Toucannon,Future Sight,94.8,Giga Impact,111.2,-0.5,-0.31,-0.068,-0.284,-0.210,0.000,0.110,0.000,-0.122,0.05,0,0,1,0.000,-0.112,0.000,0.000,0.800,0.400,-0.200
Slowking-Galar,Crabominable,Future Sight,186,Ice Hammer,79.4,0,1.07,0.850,-0.018,-0.152,0.308,0.430,0.000,0.294,0.02,1,1,1,0.500,0.206,0.000,-0.500,0.800,0.600,0.200
Slowking-Galar,Lycanroc,Future Sight,110,Stone Edge,72.4,-0.7,0.17,0.108,-0.051,-0.325,-0.075,0.280,0.000,-0.025,0.05,0,0,1,0.250,0.276,0.000,0.000,0.800,0.400,0.200
Slowking-Galar,Lycanroc-Midnight,Future Sight,91.9,Stone Edge,72.4,-0.7,-0.02,-0.012,-0.051,-0.325,-0.075,0.160,0.000,-0.073,0.05,0,0,1,0.250,0.276,0.000,0.000,0.800,0.400,0.000
Slowking-Galar,Lycanroc-Dusk,Future Sight,110,Giga Impact,94.7,-0.7,-0.06,0.108,-0.185,-0.325,-0.075,0.280,0.000,-0.058,0.05,0,0,1,0.250,0.053,0.000,0.000,0.800,0.400,0.200
Slowking-Galar,Toxapex,Future Sight,140.8,Giga Impact,50,0,0.91,0.714,0.158,0.012,0.233,0.170,0.000,0.297,0.05,0,1,1,0.250,0.500,0.000,0.000,0.800,0.300,0.200
Slowking-Galar,Mudsdale,Future Sight,76,Earthquake,152.9,0,-0.77,-0.193,-0.534,0.035,-0.308,0.140,0.000,-0.201,0.05,0,0,1,0.000,-0.529,0.000,0.000,0.800,0.300,-0.200
Slowking-Galar,Araquanid,Future Sight,65.7,Liquidation,54.7,0,0.11,-0.262,0.055,-0.044,0.000,0.380,0.000,-0.036,0.02,1,0,1,0.000,0.453,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Salazzle,Future Sight,243.4,Overheat,69.4,-0.7,1.53,0.775,0.149,-0.340,0.233,0.130,0.000,0.238,0.05,0,1,1,0.250,0.306,0.000,0.000,0.800,0.200,0.200
Slowking-Galar,Tsareena,Belch,163.3,Trop Kick,31.8,-0.7,1.11,0.775,0.268,-0.261,0.542,0.500,0.000,0.351,0.02,1,1,1,0.250,0.682,0.000,0.000,0.800,0.400,0.800
Slowking-Galar,Oranguru,Belch,66.1,Hyper Beam,70.6,-0.5,-0.2,-0.259,0.067,-0.210,-0.075,-0.040,0.000,-0.115,0.02,1,0,1,0.000,0.294,0.000,0.000,0.800,-0.100,0.000
Slowking-Galar,Passimian,Future Sight,198.9,Earthquake,100,-0.7,0.78,0.775,-0.142,-0.348,0.775,0.230,0.000,0.228,0.05,0,1,1,0.250,0.000,0.000,0.000,0.800,0.400,0.000
Slowking-Galar,Mimikyu,Future Sight,87.7,Phantom Force,110.6,-0.7,-0.44,-0.115,-0.205,-0.385,-0.158,0.110,0.000,-0.168,0.02,1,0,1,0.000,-0.106,0.000,0.000,0.800,0.400,-0.200
Slowking-Galar,Drampa,Future Sight,83,Draco Meteor,79.4,0,0.04,-0.072,0.014,-0.011,0.000,0.260,0.000,0.006,0.02,1,0,1,0.250,0.206,0.000,0.000,0.800,0.300,0.000
Slowking-Galar,Kommo-o,Future Sight,152,Clanging Scales,35.9,-0.7,0.95,0.775,0.350,-0.325,0.308,0.500,0.000,0.336,0.118,1,1,1,0.250,0.641,0.000,0.000,0.800,0.400,0.800
Slowking-Galar,Corviknight,Future Sight,38.2,Brave Bird,72.4,-0.7,-0.55,-0.745,-0.051,-0.266,-0.458,0.225,0.000,-0.313,0.137,1,0,0,0.000,0.276,0.000,0.000,0.800,0.400,-0.300
Slowking-Galar,Flapple,Belch,240,Outrage,83.5,-0.7,1.36,0.775,-0.043,-0.245,0.308,0.290,0.000,0.233,0.05,0,1,1,0.250,0.165,0.000,0.000,0.800,0.600,0.200
Slowking-Galar,Appletun,Belch,152.4,Draco Meteor,65.3,0,0.87,0.775,0.173,0.075,0.308,0.170,0.000,0.339,0.05,0,1,1,0.250,0.347,0.000,0.000,0.800,0.300,0.200
Slowking-Galar,Sandaconda,Future Sight,106.1,Earthquake,137.6,-0.7,-0.52,0.007,-0.442,-0.253,-0.308,0.240,0.000,-0.166,0.05,0,0,1,0.000,-0.376,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Polteageist,Future Sight,78.5,Shadow Ball,98.8,-0.7,-0.41,-0.177,-0.103,-0.290,-0.308,0.310,0.000,-0.136,0.05,0,0,1,0.000,0.012,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Hatterene,Belch,174.2,Psychic,55.3,0.3,1.28,0.775,0.233,0.008,0.233,0.310,0.000,0.347,0.02,1,1,1,0.250,0.447,0.000,0.000,0.800,0.300,0.200
Slowking-Galar,Mr. Rime,Belch,76.1,Future Sight,64.1,-0.7,-0.09,-0.193,0.106,-0.320,-0.075,-0.040,0.000,-0.107,0.05,0,0,1,0.000,0.359,0.000,0.000,0.800,-0.100,0.000
Slowking-Galar,Runerigus,Future Sight,85.7,Poltergeist,138.8,0,-0.53,-0.129,-0.449,0.030,-0.308,-0.010,0.000,-0.177,0.05,0,0,1,0.000,-0.388,0.000,0.000,0.800,0.100,-0.200
Slowking-Galar,Alcremie,Belch,142.9,Hyper Beam,53.5,-0.5,0.74,0.728,0.244,-0.197,0.542,0.210,0.000,0.315,0.05,0,1,1,0.250,0.465,0.000,0.000,0.800,0.400,0.200
Slowking-Galar,Morpeko,Belch,133.8,Aura Wheel,69.4,-0.7,0.43,0.667,-0.033,-0.363,-0.383,0.210,0.000,0.102,0.05,0,1,1,0.250,0.306,0.000,0.000,0.800,0.400,0.200
Slowking-Galar,Dragapult,Future Sight,90.2,Phantom Force,134.1,-0.7,-0.65,-0.099,-0.421,-0.340,-0.308,0.330,0.000,-0.201,0.078,1,0,1,0.000,-0.341,0.000,0.000,0.800,0.600,-0.200
Slowking-Galar,Wyrdeer,Belch,82.6,Giga Impact,101.2,-0.5,-0.34,-0.149,-0.224,-0.265,-0.075,0.140,0.000,-0.147,0.05,0,0,1,0.000,-0.012,0.000,0.000,0.800,0.300,-0.200
Slowking-Galar,Kleavor,Future Sight,107.6,Stone Edge,81.2,-0.7,0.05,0.017,-0.104,-0.370,-0.075,0.290,0.000,-0.073,0.05,0,0,1,0.000,0.188,0.000,0.000,0.800,0.600,0.200
Slowking-Galar,Basculegion,Future Sight,75.4,Wave Crash,114.1,-0.7,-0.6,-0.197,-0.301,-0.431,-0.308,0.330,0.000,-0.219,0.49,1,0,1,0.000,-0.141,0.000,-0.500,0.800,0.600,-0.200
Slowking-Galar,Basculegion-F,Future Sight,75.4,Shadow Ball,81.2,-0.7,-0.27,-0.197,0.003,-0.332,-0.308,0.240,0.000,-0.132,0.05,0,0,1,0.000,0.188,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Sneasler,Future Sight,363.9,Dire Claw,31.8,-0.7,3.11,0.775,0.343,-0.425,0.775,0.430,0.000,0.354,0.941,1,1,1,0.250,0.682,0.000,-0.500,0.800,0.400,0.800
Slowking-Galar,Meowscarada,Belch,206.6,Knock Off,91.8,-0.7,0.94,0.850,-0.092,-0.370,-0.075,0.280,0.000,0.178,0.02,1,1,1,0.500,0.082,0.000,0.000,0.800,0.400,0.200
Slowking-Galar,Skeledirge,Future Sight,82.1,Shadow Ball,85.9,-0.5,-0.19,-0.153,-0.025,-0.213,-0.308,-0.010,0.000,-0.127,0.05,0,0,1,0.000,0.141,0.000,0.000,0.800,-0.200,0.000
Slowking-Galar,Quaquaval,Future Sight,183.8,Wave Crash,88.8,-0.7,0.74,0.775,-0.074,-0.348,0.308,0.130,0.000,0.188,0.05,0,1,1,0.250,0.112,0.000,0.000,0.800,0.200,0.200
Slowking-Galar,Maushold,Future Sight,98.7,Giga Impact,81.8,-0.7,-0.04,0.033,-0.107,-0.340,0.000,0.150,0.000,-0.07,0.176,1,0,1,0.250,0.182,0.000,0.000,0.800,0.200,0.000
Slowking-Galar,Garganacl,Future Sight,72.6,Explosion,108.8,0,-0.36,-0.141,-0.269,0.035,-0.075,0.070,0.000,-0.103,0.02,1,0,1,0.250,-0.088,0.000,0.000,0.800,0.300,-0.200
Slowking-Galar,Armarouge,Belch,88.1,Burn Up,75.9,-0.7,-0.09,-0.113,0.035,-0.330,-0.075,0.230,0.000,-0.076,0.05,0,0,1,0.000,0.241,0.000,0.000,0.800,0.400,0.000
Slowking-Galar,Ceruledge,Future Sight,78.7,Bitter Blade,68.8,-0.7,-0.11,-0.175,-0.029,-0.425,-0.308,0.230,0.000,-0.153,0.02,1,0,1,0.000,0.312,0.000,-0.500,0.800,0.400,0.000
Slowking-Galar,Bellibolt,Future Sight,73.9,Hyper Beam,51.2,0,0.23,-0.207,0.183,-0.182,0.000,0.290,0.000,-0.024,0.05,0,0,1,0.000,0.488,0.000,-0.500,0.800,0.600,0.200
Slowking-Galar,Scovillain,Belch,235.7,Flare Blitz,82.9,-0.7,1.32,0.775,-0.039,-0.285,0.308,0.290,0.000,0.226,0.039,1,1,1,0.250,0.171,0.000,0.000,0.800,0.600,0.200
Slowking-Galar,Espathra,Belch,102.4,Hyper Beam,50.6,-0.7,0.31,-0.017,0.187,-0.370,-0.075,0.170,0.000,-0.023,0.05,0,0,1,0.000,0.494,0.000,0.000,0.800,0.300,0.200
Slowking-Galar,Tinkaton,Future Sight,35.6,Gigaton Hammer,104.1,-0.7,-0.89,-0.763,-0.166,-0.440,-0.383,0.035,0.000,-0.393,0.02,1,0,0,0.000,-0.041,0.000,-0.500,0.800,0.400,-0.500
Slowking-Galar,Palafin,Future Sight,96.6,Wave Crash,75.9,-0.7,0,-0.056,-0.072,-0.448,0.000,0.220,0.000,-0.102,0.098,1,0,1,0.000,0.241,0.000,-0.500,0.800,0.200,0.000
Slowking-Galar,Palafin-Hero,Future Sight,75.4,Wave Crash,110,-0.7,-0.56,-0.197,-0.277,-0.348,0.000,0.030,0.000,-0.195,0.05,0,0,1,0.000,-0.100,0.000,0.000,0.800,0.200,-0.200
Slowking-Galar,Orthworm,Future Sight,64.1,Earthquake,80,-0.5,-0.31,-0.198,-0.097,-0.205,-0.458,0.240,0.000,-0.146,0.039,1,0,1,0.250,0.200,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Glimmora,Future Sight,175.9,Earth Power,72.9,-0.7,0.82,0.775,0.128,-0.325,0.233,0.360,0.000,0.259,0.078,1,1,1,0.250,0.271,0.000,0.000,0.800,0.600,0.200
Slowking-Galar,Farigiraf,Belch,80,Hyper Voice,48.2,-0.5,0.17,-0.167,0.201,-0.225,-0.075,0.530,0.000,0.001,0.216,1,0,1,0.000,0.518,0.000,0.000,0.800,0.600,0.600
Slowking-Galar,Kingambit,Focus Punch,84.6,Kowtow Cleave,164.7,-0.5,-0.95,-0.061,-0.605,-0.200,-1.000,0.250,0.000,-0.285,0.549,1,0,1,0.250,-0.647,0.000,-0.500,0.800,0.400,-0.200
Slowking-Galar,Sinistcha,Future Sight,96.6,Shadow Ball,91.8,-0.7,-0.16,-0.056,0.014,-0.290,-0.158,0.310,0.000,-0.056,0.608,1,0,1,0.000,0.082,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Archaludon,Future Sight,49.7,Draco Meteor,75.9,-0.7,-0.47,-0.594,0.035,-0.340,-0.458,0.235,0.000,-0.26,0.235,1,0,0,0.250,0.241,0.000,0.000,0.800,0.600,-0.300
Slowking-Galar,Hydrapple,Belch,155.8,Draco Meteor,72.9,0,0.83,0.775,0.128,-0.037,0.308,0.170,0.000,0.305,0.05,0,1,1,0.250,0.271,0.000,0.000,0.800,0.300,0.200
Slowking-Galar,Mega Venusaur,Future Sight,131.6,Hyper Beam,57.1,-0.7,0.53,0.652,0.298,-0.325,0.617,0.240,0.300,0.306,0.216,1,1,1,0.250,0.429,0.000,0.000,0.800,0.300,0.200
Slowking-Galar,Mega Charizard X,Future Sight,86.9,Heat Wave,38.8,-0.7,0.27,-0.121,0.257,-0.325,0.000,0.460,0.300,0.024,0.353,1,0,1,0.000,0.612,0.000,0.000,0.800,0.600,0.600
Slowking-Galar,Mega Charizard Y,Future Sight,68.6,Heat Wave,65.9,-0.7,-0.18,-0.243,0.095,-0.325,0.000,0.310,0.300,-0.068,0.353,1,0,1,0.000,0.341,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Mega Blastoise,Future Sight,68.2,Water Spout,91.8,-0.7,-0.45,-0.245,-0.061,-0.431,0.000,0.190,0.300,-0.141,0.02,1,0,1,0.000,0.082,0.000,-0.500,0.800,0.300,0.000
Slowking-Galar,Mega Beedrill,Future Sight,201.4,Lunge,94.1,-0.7,0.86,0.775,-0.106,-0.348,0.233,0.360,0.300,0.211,0.05,0,1,1,0.250,0.059,0.000,0.000,0.800,0.600,0.200
Slowking-Galar,Mega Pidgeot,Future Sight,89.2,Hyper Beam,91.8,-0.7,-0.24,-0.105,-0.061,-0.370,0.000,0.310,0.300,-0.075,0.05,0,0,1,0.000,0.082,0.000,0.000,0.800,0.600,0.000
Slowking-Galar,Mega Clefable,Belch,128.2,Hyper Beam,61.2,-0.7,0.46,0.630,0.198,-0.283,0.308,0.160,0.300,0.244,0.078,1,1,1,0.250,0.388,0.000,0.000,0.800,0.100,0.200
Slowking-Galar,Mega Alakazam,Belch,87.7,Future Sight,88.8,-0.7,-0.22,-0.115,-0.043,-0.385,-0.075,0.080,0.300,-0.107,0.05,0,0,1,0.000,0.112,0.000,0.000,0.800,0.200,0.000
Slowking-Galar,Mega Victreebel,Future Sight,158.7,Hyper Beam,61.2,-0.7,0.77,0.775,0.273,-0.245,0.617,0.160,0.300,0.344,0.05,0,1,1,0.250,0.388,0.000,0.000,0.800,0.100,0.200
Slowking-Galar,Mega Slowbro,Belch,82.9,Future Sight,72.4,0,0.1,-0.147,0.056,0.000,-0.075,0.000,0.300,-0.023,0.05,0,0,1,0.000,0.276,0.000,0.000,0.800,0.000,0.000
Slowking-Galar,Mega Gengar,Future Sight,182.2,Shadow Ball,117.6,-0.7,0.44,0.775,-0.140,-0.400,0.000,0.180,0.300,0.15,0.216,1,1,1,0.250,-0.176,0.000,0.000,0.800,0.100,0.000
Slowking-Galar,Mega Kangaskhan,Future Sight,65.6,Double-Edge,91.8,-0.7,-0.47,-0.188,-0.167,-0.448,0.000,0.360,0.300,-0.137,0.078,1,0,1,0.250,0.082,0.000,-0.500,0.800,0.600,0.200
Slowking-Galar,Mega Starmie,Belch,84.4,Liquidation,72.4,-0.7,-0.09,-0.137,-0.051,-0.500,-0.075,0.380,0.300,-0.108,0.039,1,0,1,0.000,0.276,0.000,-0.500,0.800,0.600,0.000
Slowking-Galar,Mega Pinsir,Future Sight,90.7,Earthquake,118.8,-0.7,-0.49,-0.095,-0.329,-0.325,0.000,0.190,0.300,-0.142,0.05,0,0,1,0.000,-0.188,0.000,0.000,0.800,0.600,-0.200
Slowking-Galar,Mega Gyarados,Belch,55.3,Crunch,142.4,-0.7,-1.08,-0.556,-0.471,-0.363,-0.383,0.110,0.300,-0.37,0.078,1,0,0,0.250,-0.424,0.000,0.000,0.800,0.400,-0.200
