attacker,defender,best_move,damage_pct,reverse_move,reverse_pct,speed_advantage,score
Arcanine-Hisui,Roserade,Flare Blitz,254.8,Petal Dance,90,0,1.65
Arcanine-Hisui,Rampardos,Rock Slide,66.9,Head Smash,280,0.19999999999999996,-2.07
Arcanine-Hisui,Bastiodon,Flare Blitz,58.5,Steel Roller,58.8,0.7,0.21
Arcanine-Hisui,Lopunny,Flare Blitz,100.7,Close Combat,88.2,0,0.13
Arcanine-Hisui,Spiritomb,Flare Blitz,92,Poltergeist,68.8,0.7,0.44
Arcanine-Hisui,Garchomp,Flare Blitz,35,Earthquake,317.6,0,-2.83
Arcanine-Hisui,Lucario,Flare Blitz,224.8,Close Combat,110.6,0,1.14
Arcanine-Hisui,Hippowdon,Flare Blitz,59,Earthquake,284.7,0.7,-2.05
Arcanine-Hisui,Toxicroak,Flare Blitz,108.9,Focus Punch,204.7,0,-0.96
Arcanine-Hisui,Abomasnow,Flare Blitz,373.3,Focus Punch,124.7,0.19999999999999996,2.55
Arcanine-Hisui,Weavile,Flare Blitz,237.2,Knock Off,49.4,0,1.88
Arcanine-Hisui,Rhyperior,Flare Blitz,25.8,Earthquake,331.8,0.7,-2.85
Arcanine-Hisui,Leafeon,Flare Blitz,141.4,Dig,150.6,0,-0.09
Arcanine-Hisui,Glaceon,Flare Blitz,162.9,Shadow Ball,41.8,0.19999999999999996,1.27
Arcanine-Hisui,Gliscor,Flare Blitz,68,Earthquake,254.1,0,-1.86
Arcanine-Hisui,Mamoswine,Flare Blitz,158.9,Earthquake,317.6,0,-1.59
Arcanine-Hisui,Gallade,Flare Blitz,120.3,Focus Punch,229.4,0,-1.09
Arcanine-Hisui,Froslass,Flare Blitz,224.8,Shadow Ball,28.8,0,1.96
Arcanine-Hisui,Rotom,Flare Blitz,120.8,Thunderbolt,56.5,0,0.64
Arcanine-Hisui,Rotom-Heat,Rock Slide,116.8,Thunderbolt,60,0,0.57
Arcanine-Hisui,Rotom-Wash,Rock Slide,58.4,Hydro Pump,291.8,0,-2.33
Arcanine-Hisui,Rotom-Frost,Flare Blitz,187.2,Thunderbolt,60,0,1.27
Arcanine-Hisui,Rotom-Fan,Rock Slide,116.8,Thunderbolt,60,0,0.57
Arcanine-Hisui,Rotom-Mow,Flare Blitz,187.2,Thunderbolt,60,0,1.27
Arcanine-Hisui,Serperior,Flare Blitz,172,Frenzy Plant,50,0,1.22
Arcanine-Hisui,Emboar,Rock Slide,58.9,Focus Punch,225.9,0.19999999999999996,-1.61
Arcanine-Hisui,Samurott,Rock Slide,51.8,Hydro Cannon,404.7,0,-3.53
Arcanine-Hisui,Samurott-Hisui,Rock Slide,56.4,Hydro Cannon,249.4,0,-1.93
Arcanine-Hisui,Watchog,Flare Blitz,122.2,Giga Impact,44.1,0,0.78
Arcanine-Hisui,Liepard,Flare Blitz,151.1,Foul Play,68.8,0,0.82
Arcanine-Hisui,Simisage,Flare Blitz,236,Superpower,104.7,0,1.31
Arcanine-Hisui,Simisear,Rock Slide,148,Superpower,104.7,0,0.43
Arcanine-Hisui,Simipour,Rock Slide,74,Liquidation,221.2,0,-1.47
Arcanine-Hisui,Excadrill,Flare Blitz,197.8,Earthquake,324.7,0,-1.27
Arcanine-Hisui,Audino,Flare Blitz,78.1,Giga Impact,36.5,0.19999999999999996,0.48
Arcanine-Hisui,Conkeldurr,Flare Blitz,71.7,Drain Punch,178.8,0.7,-0.86
Arcanine-Hisui,Whimsicott,Flare Blitz,208.9,Solar Beam,65.3,0,1.44
Arcanine-Hisui,Krookodile,Flare Blitz,86.5,Earthquake,291.8,0,-2.05
Arcanine-Hisui,Cofagrigus,Flare Blitz,67.7,Shadow Ball,50,0.7,0.39
Arcanine-Hisui,Garbodor,Flare Blitz,92.9,Explosion,52.4,0,0.41
Arcanine-Hisui,Zoroark,Flare Blitz,135.6,Night Daze,65.9,0,0.7
Arcanine-Hisui,Zoroark-Hisui,Flare Blitz,140.8,Bitter Malice,56.5,0,0.84
Arcanine-Hisui,Reuniclus,Flare Blitz,83.2,Future Sight,90,0.7,0.14
Arcanine-Hisui,Vanilluxe,Flare Blitz,193.2,Flash Cannon,37.1,0,1.56
Arcanine-Hisui,Emolga,Rock Slide,176.9,Wild Charge,50,0,1.27
Arcanine-Hisui,Chandelure,Rock Slide,124.4,Shadow Ball,67.1,0,0.57
Arcanine-Hisui,Beartic,Flare Blitz,172.9,Earthquake,211.8,0.19999999999999996,-0.33
Arcanine-Hisui,Stunfisk,Flare Blitz,76.6,Earth Power,204.7,0.7,-1.07
Arcanine-Hisui,Stunfisk-Galar,Flare Blitz,134.8,Earthquake,232.9,0.7,-0.77
Arcanine-Hisui,Golurk,Flare Blitz,89.6,Headlong Rush,362.4,0.19999999999999996,-2.67
Arcanine-Hisui,Hydreigon,Rock Slide,50.3,Earth Power,181.2,0,-1.31
Arcanine-Hisui,Volcarona,Rock Slide,272.5,Hyper Beam,39.4,0,2.33
Arcanine-Hisui,Chesnaught,Flare Blitz,128.8,Body Press,89.4,0.19999999999999996,0.45
Arcanine-Hisui,Delphox,Rock Slide,133.3,Psychic,63.5,0,0.7
Arcanine-Hisui,Greninja,Rock Slide,72.1,Hydro Pump,289.4,0,-2.17
Arcanine-Hisui,Diggersby,Flare Blitz,94.4,Earthquake,185.9,0,-0.91
Arcanine-Hisui,Talonflame,Rock Slide,266.7,Brave Bird,41.2,0,2.26
Arcanine-Hisui,Vivillon,Rock Slide,340.6,Solar Beam,48.2,0,2.92
Arcanine-Hisui,Floette,Flare Blitz,969.3,Dazzling Gleam,3.5,0.5,9.81
Arcanine-Hisui,Floette-Eternal,Flare Blitz,113.4,Moonblast,35.3,0,0.78
Arcanine-Hisui,Florges,Flare Blitz,108.5,Petal Dance,55.9,0,0.53
Arcanine-Hisui,Pangoro,Flare Blitz,88.2,Close Combat,217.1,0.19999999999999996,-1.23
Arcanine-Hisui,Furfrou,Flare Blitz,60.7,Giga Impact,42.4,0,0.18
Arcanine-Hisui,Meowstic,Flare Blitz,102.7,Expanding Force,46.5,0,0.56
Arcanine-Hisui,Meowstic-F,Flare Blitz,102.7,Future Sight,68.8,0,0.34
Arcanine-Hisui,Aegislash,Flare Blitz,137.8,Poltergeist,58.8,0.19999999999999996,0.85
Arcanine-Hisui,Aegislash-Blade,Flare Blitz,311.1,Poltergeist,91.8,0.19999999999999996,2.25
Arcanine-Hisui,Aromatisse,Flare Blitz,90.9,Energy Ball,38.8,1,0.82
Arcanine-Hisui,Slurpuff,Flare Blitz,88.5,Energy Ball,35.3,0,0.53
Arcanine-Hisui,Clawitzer,Rock Slide,58.2,Surf,263.5,0.19999999999999996,-1.99
Arcanine-Hisui,Heliolisk,Flare Blitz,148.9,Thunderbolt,61.8,0,0.87
Arcanine-Hisui,Tyrantrum,Rock Slide,42.7,Head Smash,223.5,0,-1.81
Arcanine-Hisui,Aurorus,Rock Slide,101,Meteor Beam,152.9,0.19999999999999996,-0.46
Arcanine-Hisui,Sylveon,Flare Blitz,101.2,Hyper Beam,34.1,0.19999999999999996,0.73
Arcanine-Hisui,Hawlucha,Flare Blitz,100.7,High Jump Kick,162.4,0,-0.62
Arcanine-Hisui,Dedenne,Flare Blitz,133.8,Dig,61.2,0,0.73
Arcanine-Hisui,Goodra,Rock Slide,62.4,Draco Meteor,88.8,0,-0.26
Arcanine-Hisui,Goodra-Hisui,Flare Blitz,79.4,Flash Cannon,55.3,0.19999999999999996,0.3
Arcanine-Hisui,Klefki,Flare Blitz,201.5,Steel Beam,49.4,0,1.52
Arcanine-Hisui,Trevenant,Flare Blitz,191.3,Earthquake,188.2,0.19999999999999996,0.09
Arcanine-Hisui,Gourgeist,Flare Blitz,150,Power Whip,74.1,0,0.76
Arcanine-Hisui,Gourgeist-Small,Flare Blitz,161.5,Power Whip,71.2,0,0.9
Arcanine-Hisui,Gourgeist-Large,Flare Blitz,140,Power Whip,76.5,0,0.63
Arcanine-Hisui,Gourgeist-Jumbo,Flare Blitz,131.3,Power Whip,79.4,0.19999999999999996,0.58
Arcanine-Hisui,Avalugg,Flare Blitz,85.9,Superpower,116.5,1,-0.01
Arcanine-Hisui,Avalugg-Hisui,Rock Slide,54.1,Earthquake,207.1,0.7,-1.32
Arcanine-Hisui,Noivern,Rock Slide,116.3,Draco Meteor,81.8,0,0.35
Arcanine-Hisui,Decidueye,Flare Blitz,201.3,Solar Blade,85.3,0,1.16
Arcanine-Hisui,Decidueye-Hisui,Flare Blitz,180.4,Focus Punch,211.8,0.19999999999999996,-0.25
Arcanine-Hisui,Incineroar,Rock Slide,98.8,Throat Chop,58.2,0.19999999999999996,0.47
Arcanine-Hisui,Primarina,Rock Slide,63.9,Hydro Cannon,451.8,0.19999999999999996,-3.82
Arcanine-Hisui,Toucannon,Rock Slide,125.2,Giga Impact,55.3,0.19999999999999996,0.76
Arcanine-Hisui,Crabominable,Flare Blitz,175.6,Drain Punch,120,0.7,0.77
Arcanine-Hisui,Lycanroc,Rock Slide,72.7,Stone Edge,144.7,0,-0.72
Arcanine-Hisui,Lycanroc-Midnight,Rock Slide,60.6,Stone Edge,144.7,0,-0.84
Arcanine-Hisui,Lycanroc-Dusk,Rock Slide,72.7,Close Combat,151.2,0,-0.78
Arcanine-Hisui,Toxapex,Rock Slide,44,Liquidation,171.8,0.7,-1.07
Arcanine-Hisui,Mudsdale,Flare Blitz,70.3,Earthquake,305.9,0.7,-2.15
Arcanine-Hisui,Araquanid,Rock Slide,114.7,Liquidation,220,0.7,-0.84
Arcanine-Hisui,Salazzle,Rock Slide,160.8,Belch,41.2,0,1.2
Arcanine-Hisui,Tsareena,Flare Blitz,168.7,Trop Kick,63.5,0,1.05
Arcanine-Hisui,Oranguru,Flare Blitz,89.1,Future Sight,72.4,0.19999999999999996,0.23
Arcanine-Hisui,Passimian,Flare Blitz,76,Focus Punch,222.4,0,-1.46
Arcanine-Hisui,Mimikyu,Flare Blitz,113.1,Phantom Force,55.3,0,0.58
Arcanine-Hisui,Drampa,Rock Slide,57.5,Draco Meteor,102.4,0.7,-0.24
Arcanine-Hisui,Kommo-o,Flare Blitz,34,Aura Sphere,68.2,0,-0.34
Arcanine-Hisui,Corviknight,Flare Blitz,136.4,Body Press,54.1,0,0.82
Arcanine-Hisui,Flapple,Flare Blitz,101.4,Outrage,83.5,0,0.18
Arcanine-Hisui,Appletun,Flare Blitz,79.5,Draco Meteor,83.5,0.7,0.17
Arcanine-Hisui,Sandaconda,Flare Blitz,69.4,Earthquake,275.3,0,-2.06
Arcanine-Hisui,Polteageist,Flare Blitz,127.4,Shadow Ball,63.5,0,0.64
Arcanine-Hisui,Hatterene,Flare Blitz,97.7,Psychic,71.2,1,0.56
Arcanine-Hisui,Mr. Rime,Flare Blitz,198.7,Future Sight,82.9,0,1.16
Arcanine-Hisui,Runerigus,Flare Blitz,67.7,Earthquake,254.1,0.7,-1.65
Arcanine-Hisui,Alcremie,Flare Blitz,110,Solar Beam,55.3,0.19999999999999996,0.61
Arcanine-Hisui,Morpeko,Flare Blitz,140.6,Aura Wheel,69.4,0,0.71
Arcanine-Hisui,Dragapult,Rock Slide,59.5,Phantom Force,67.1,0,-0.08
Arcanine-Hisui,Wyrdeer,Flare Blitz,89.9,Future Sight,51.8,0.19999999999999996,0.44
Arcanine-Hisui,Kleavor,Rock Slide,111.7,Stone Edge,162.4,0,-0.51
Arcanine-Hisui,Basculegion,Rock Slide,55.9,Wave Crash,456.5,0,-4.01
Arcanine-Hisui,Basculegion-F,Rock Slide,55.9,Wave Crash,190.6,0,-1.35
Arcanine-Hisui,Sneasler,Flare Blitz,118.1,Close Combat,188.2,0,-0.7
Arcanine-Hisui,Meowscarada,Flare Blitz,215.9,Flower Trick,49.4,0,1.67
Arcanine-Hisui,Skeledirge,Rock Slide,87.2,Shadow Ball,55.3,0.19999999999999996,0.38
Arcanine-Hisui,Quaquaval,Flare Blitz,45.6,Wave Crash,355.3,0,-3.1
Arcanine-Hisui,Maushold,Flare Blitz,109.4,Giga Impact,40.6,0,0.69
Arcanine-Hisui,Garganacl,Rock Slide,36,Earthquake,176.5,0.7,-1.19
Arcanine-Hisui,Armarouge,Rock Slide,97.5,Psychic,67.6,0,0.3
Arcanine-Hisui,Ceruledge,Rock Slide,124,Close Combat,122.4,0,0.02
Arcanine-Hisui,Bellibolt,Flare Blitz,72.3,Muddy Water,160,0.7,-0.67
Arcanine-Hisui,Scovillain,Rock Slide,155.7,Solar Beam,53.5,0,1.02
Arcanine-Hisui,Espathra,Flare Blitz,107.6,Psychic,58.8,0,0.49
Arcanine-Hisui,Tinkaton,Flare Blitz,188.8,Gigaton Hammer,104.1,0,0.85
Arcanine-Hisui,Palafin,Rock Slide,57.1,Wave Crash,304.7,0,-2.48
Arcanine-Hisui,Palafin-Hero,Rock Slide,45.1,Wave Crash,440,0,-3.95
Arcanine-Hisui,Orthworm,Flare Blitz,124.1,Earthquake,160,0.19999999999999996,-0.3
Arcanine-Hisui,Glimmora,Rock Slide,53.2,Earth Power,185.9,0,-1.33
Arcanine-Hisui,Farigiraf,Flare Blitz,83.6,Psychic,62.4,0.19999999999999996,0.27
Arcanine-Hisui,Kingambit,Flare Blitz,121.1,Kowtow Cleave,82.4,0.19999999999999996,0.45
Arcanine-Hisui,Sinistcha,Flare Blitz,160.3,Leaf Storm,95.3,0,0.65
Arcanine-Hisui,Archaludon,Flare Blitz,60,Draco Meteor,97.1,0,-0.37
Arcanine-Hisui,Hydrapple,Flare Blitz,63,Earth Power,176.5,0.7,-0.92
Arcanine-Hisui,Mega Venusaur,Flare Blitz,66.5,Frenzy Plant,110,0,-0.44
Arcanine-Hisui,Mega Charizard X,Rock Slide,94.1,Solar Beam,41.8,0,0.52
Arcanine-Hisui,Mega Charizard Y,Rock Slide,245.8,Solar Beam,71.8,0,1.74
Arcanine-Hisui,Mega Blastoise,Rock Slide,43.5,Water Spout,472.9,0,-4.29
Arcanine-Hisui,Mega Beedrill,Flare Blitz,348.6,Lunge,47.1,0,3.02
Arcanine-Hisui,Mega Pidgeot,Rock Slide,117.7,Hyper Beam,58.8,0,0.59
Arcanine-Hisui,Mega Clefable,Rock Slide,96.5,Future Sight,63.5,0,0.33
Arcanine-Hisui,Mega Alakazam,Flare Blitz,132.3,Focus Blast,152.9,0,-0.21
Arcanine-Hisui,Mega Victreebel,Flare Blitz,181.9,Leaf Storm,102.4,0,0.8
Arcanine-Hisui,Mega Slowbro,Rock Slide,28.2,Surf,277.6,0.7,-2.28
Arcanine-Hisui,Mega Gengar,Flare Blitz,108.9,Shadow Ball,75.9,0,0.33
Arcanine-Hisui,Mega Kangaskhan,Flare Blitz,68.3,Drain Punch,77.6,0,-0.09
Arcanine-Hisui,Mega Starmie,Rock Slide,55.6,Liquidation,289.4,0,-2.34
Arcanine-Hisui,Mega Pinsir,Rock Slide,191.4,Earthquake,237.6,0,-0.46
Arcanine-Hisui,Mega Gyarados,Rock Slide,42.4,Aqua Tail,320,0,-2.78
Arcanine-Hisui,Mega Aerodactyl,Rock Slide,113.5,Rock Slide,157.1,0,-0.44
Arcanine-Hisui,Mega Dragonite,Rock Slide,41.6,Draco Meteor,108.2,0,-0.67
Arcanine-Hisui,Mega Meganium,Flare Blitz,140.6,Frenzy Plant,123.5,0,0.17
Arcanine-Hisui,Mega Feraligatr,Rock Slide,40,Liquidation,312.9,0,-2.73
Arcanine-Hisui,Mega Ampharos,Rock Slide,45.5,Thunderbolt,82.9,0.7,-0.16
Arcanine-Hisui,Mega Steelix,Flare Blitz,80,Earthquake,305.9,0.7,-2.05
Arcanine-Hisui,Mega Scizor,Flare Blitz,256.6,Bullet Punch,53.5,0,2.03
Arcanine-Hisui,Mega Heracross,Flare Blitz,140.6,Focus Punch,304.7,0,-1.64
Arcanine-Hisui,Mega Skarmory,Flare Blitz,162.9,Iron Head,67.1,0,0.96
Arcanine-Hisui,Mega Houndoom,Rock Slide,112,Dark Pulse,65.3,0,0.47
Arcanine-Hisui,Mega Tyranitar,Rock Slide,31.4,Focus Punch,185.9,0,-1.54
Arcanine-Hisui,Mega Gardevoir,Flare Blitz,120.3,Future Sight,110,0,0.1
Arcanine-Hisui,Mega Sableye,Flare Blitz,81.6,Foul Play,68.8,1,0.43
Arcanine-Hisui,Mega Aggron,Flare Blitz,41.4,Head Smash,248.2,0.19999999999999996,-2.01
Arcanine-Hisui,Mega Medicham,Flare Blitz,104.4,Focus Punch,391.8,0,-2.87
Arcanine-Hisui,Mega Manectric,Flare Blitz,101.4,Thunderbolt,71.2,0,0.3
Arcanine-Hisui,Mega Sharpedo,Rock Slide,71,Liquidation,282.4,0,-2.11
Arcanine-Hisui,Mega Camerupt,Rock Slide,53.8,Earth Power,388.2,1,-3.04
Arcanine-Hisui,Mega Altaria,Rock Slide,48,Outrage,83.5,0,-0.35
Arcanine-Hisui,Mega Banette,Flare Blitz,110.8,Poltergeist,102.9,0,0.08
Arcanine-Hisui,Mega Chimecho,Flare Blitz,152,Future Sight,95.3,0.19999999999999996,0.63
Arcanine-Hisui,Mega Absol,Flare Blitz,130.7,Close Combat,140,0,-0.09
Arcanine-Hisui,Mega Glalie,Flare Blitz,189.7,Steel Roller,64.7,0,1.25
Arcanine-Hisui,Mega Lopunny,Flare Blitz,92.1,Close Combat,194.1,0,-1.02
Arcanine-Hisui,Mega Garchomp,Flare Blitz,29.5,Earthquake,383.5,0,-3.54
Arcanine-Hisui,Mega Lucario,Flare Blitz,187.6,Close Combat,272.9,0,-0.85
Arcanine-Hisui,Mega Abomasnow,Flare Blitz,286.1,Focus Punch,158.8,0.7,1.48
Arcanine-Hisui,Mega Gallade,Flare Blitz,90.2,Focus Punch,280,0,-1.9
Arcanine-Hisui,Mega Froslass,Flare Blitz,224.8,Shadow Ball,65.3,0,1.6
Arcanine-Hisui,Mega Emboar,Rock Slide,52.4,Focus Punch,258.8,0,-2.06
Arcanine-Hisui,Mega Excadrill,Flare Blitz,133,Earthquake,374.1,0,-2.41
Arcanine-Hisui,Mega Audino,Flare Blitz,57.3,Solar Beam,45.3,0.19999999999999996,0.18
Arcanine-Hisui,Mega Chandelure,Rock Slide,106.7,Shadow Ball,76.5,0,0.3
Arcanine-Hisui,Mega Golurk,Flare Blitz,72,Headlong Rush,437.6,0.19999999999999996,-3.6
Arcanine-Hisui,Mega Chesnaught,Flare Blitz,95.7,Body Press,121.2,0.7,-0.04
Arcanine-Hisui,Mega Delphox,Rock Slide,133.3,Psychic,81.2,0,0.52
Arcanine-Hisui,Mega Greninja,Rock Slide,65.3,Hydro Pump,345.9,0,-2.81
Arcanine-Hisui,Mega Floette,Flare Blitz,92.6,Moonblast,55.3,0,0.37
Arcanine-Hisui,Mega Meowstic,Flare Blitz,102.7,Expanding Force,65.9,0,0.37
Arcanine-Hisui,Mega Hawlucha,Flare Blitz,80.4,High Jump Kick,211.8,0,-1.31
Arcanine-Hisui,Mega Crabominable,Flare Blitz,122.1,Drain Punch,162.4,0.7,-0.19
Arcanine-Hisui,Mega Drampa,Rock Slide,47.1,Draco Meteor,116.5,0.7,-0.48
Arcanine-Hisui,Mega Scovillain,Rock Slide,125.7,Solar Beam,65.9,0,0.6
Arcanine-Hisui,Mega Glimmora,Rock Slide,47.5,Earth Power,207.1,0,-1.6
Alakazam,Venusaur,Future Sight,174.2,Frenzy Plant,110.8,0,0.63
Alakazam,Charizard,Future Sight,100.7,Heat Wave,74.6,0,0.26
Alakazam,Blastoise,Future Sight,84.4,Water Spout,99.2,0,-0.15
Alakazam,Beedrill,Future Sight,231.4,Lunge,198.5,0,0.33
Alakazam,Pidgeot,Future Sight,112.7,Giga Impact,171.5,0,-0.59
Alakazam,Arbok,Future Sight,241.5,Gunk Shot,152.3,0,0.89
Alakazam,Pikachu,Future Sight,207.3,Volt Tackle,111.5,0,0.96
Alakazam,Raichu,Future Sight,120,Fake Out,33.8,0,0.86
Alakazam,Raichu-Alola,Hyper Beam,94.8,Volt Tackle,90,0,0.05
Alakazam,Clefable,Future Sight,86.5,Misty Explosion,71.5,0.19999999999999996,0.21
Alakazam,Ninetales,Future Sight,91.2,Overheat,83.8,0,0.07
Alakazam,Ninetales-Alola,Future Sight,91.2,Dark Pulse,69.2,0,0.22
Alakazam,Arcanine,Future Sight,98.2,Flare Blitz,168.5,0,-0.7
Alakazam,Arcanine-Hisui,Focus Blast,127.1,Flare Blitz,173.1,0,-0.46
Alakazam,Machamp,Future Sight,186.7,Giga Impact,157.7,0.19999999999999996,0.35
Alakazam,Victreebel,Future Sight,229.7,Power Whip,162.3,0,0.67
Alakazam,Slowbro,Energy Ball,95.3,Hyper Beam,73.8,0.7,0.42
Alakazam,Slowbro-Galar,Future Sight,104.7,Giga Impact,131.5,0.7,-0.06
Alakazam,Gengar,Future Sight,250.4,Shadow Ball,143.1,0,1.07
Alakazam,Kangaskhan,Focus Blast,120,Double-Edge,152.3,0,-0.32
Alakazam,Starmie,Energy Ball,114.1,Liquidation,57.7,0,0.56
Alakazam,Pinsir,Future Sight,127.1,Lunge,246.2,0,-1.19
Alakazam,Tauros,Focus Blast,158.7,Giga Impact,196.9,0,-0.38
Alakazam,Tauros-Paldea-Combat,Future Sight,237.3,Megahorn,224.6,0,0.13
Alakazam,Tauros-Paldea-Blaze,Future Sight,237.3,Flare Blitz,168.5,0,0.69
Alakazam,Tauros-Paldea-Aqua,Future Sight,237.3,Wave Crash,168.5,0,0.69
Alakazam,Gyarados,Future Sight,79.4,Giga Impact,152.3,0,-0.73
Alakazam,Ditto,Focus Blast,253.7,Struggle,0,0.19999999999999996,2.6
Alakazam,Vaporeon,Energy Ball,69.3,Hyper Beam,78.5,0.19999999999999996,-0.03
Alakazam,Jolteon,Future Sight,100.7,Shadow Ball,84.6,0,0.16
Alakazam,Flareon,Future Sight,90,Flare Blitz,189.2,0.19999999999999996,-0.93
Alakazam,Aerodactyl,Future Sight,109,Rock Slide,102.3,0,0.07
Alakazam,Snorlax,Focus Blast,71.5,Body Slam,120,0.7,-0.28
Alakazam,Dragonite,Future Sight,40.4,Extreme Speed,86.2,0,-0.46
Alakazam,Meganium,Future Sight,87.1,Frenzy Plant,97.7,0,-0.11
Alakazam,Typhlosion,Future Sight,100.7,Eruption,116.2,0,-0.15
Alakazam,Typhlosion-Hisui,Future Sight,104.1,Shadow Ball,133.8,0,-0.3
Alakazam,Feraligatr,Energy Ball,98.8,Liquidation,150,0,-0.51
Alakazam,Ariados,Future Sight,245.5,Megahorn,295.4,0.7,-0.29
Alakazam,Ampharos,Future Sight,89.1,Hyper Beam,80.8,0.19999999999999996,0.14
Alakazam,Azumarill,Future Sight,92.6,Play Rough,90,0.19999999999999996,0.09
Alakazam,Politoed,Energy Ball,82.4,Hyper Beam,69.2,0,0.13
Alakazam,Espeon,Hyper Beam,83.6,Hyper Beam,87.7,0,-0.04
Alakazam,Umbreon,Focus Blast,85.9,Foul Play,96.9,0.19999999999999996,-0.05
Alakazam,Slowking,Energy Ball,74.1,Hyper Beam,73.8,0.7,0.21
Alakazam,Slowking-Galar,Future Sight,74.1,Belch,94.6,0.7,0.01
Alakazam,Forretress,Focus Blast,89.3,Explosion,204.6,0.7,-0.94
Alakazam,Steelix,Focus Blast,168,Self-Destruct,157.7,0.7,0.31
Alakazam,Scizor,Focus Blast,74.5,Bug Bite,286.2,0.19999999999999996,-2.06
Alakazam,Heracross,Future Sight,181.9,Megahorn,366.2,0,-1.84
Alakazam,Skarmory,Focus Blast,85,Brave Bird,136.9,0,-0.52
Alakazam,Houndoom,Focus Blast,144,Dark Pulse,126.2,0,0.18
Alakazam,Tyranitar,Focus Blast,205.7,Giga Impact,160.8,0.19999999999999996,0.51
Alakazam,Pelipper,Future Sight,131.9,Hyper Beam,70.8,0.19999999999999996,0.67
Alakazam,Gardevoir,Hyper Beam,69.9,Misty Explosion,85.4,0,-0.16
Alakazam,Sableye,Energy Ball,76,Foul Play,96.9,0.19999999999999996,-0.15
Alakazam,Aggron,Focus Blast,369.7,Head Smash,210,0.19999999999999996,1.66
Alakazam,Medicham,Future Sight,125.2,Giga Impact,193.1,0,-0.68
Alakazam,Manectric,Future Sight,138.6,Thunderbolt,69.2,0,0.69
Alakazam,Sharpedo,Focus Blast,242.8,Crunch,240,0,0.03
Alakazam,Camerupt,Future Sight,116.6,Eruption,113.8,0.7,0.24
Alakazam,Torkoal,Future Sight,122.8,Eruption,75.4,1,0.77
Alakazam,Altaria,Future Sight,86.7,Sky Attack,147.7,0,-0.61
Alakazam,Milotic,Energy Ball,67.1,Scald,60,0,0.07
Alakazam,Castform,Focus Blast,164.1,Body Slam,90.8,0,0.73
Alakazam,Banette,Future Sight,138.8,Poltergeist,318.5,0.19999999999999996,-1.74
Alakazam,Chimecho,Hyper Beam,81.3,Self-Destruct,66.9,0.19999999999999996,0.2
Alakazam,Absol,Focus Blast,191.4,Megahorn,252.3,0,-0.61
Alakazam,Glalie,Focus Blast,139.4,Explosion,190,0,-0.51
Alakazam,Torterra,Future Sight,90.6,Headlong Rush,166.9,0.19999999999999996,-0.7
Alakazam,Infernape,Future Sight,234.4,Flare Blitz,161.5,0,0.73
Alakazam,Empoleon,Focus Blast,113.2,Hydro Cannon,117.7,0.19999999999999996,0.02
Alakazam,Luxray,Future Sight,105.2,Supercell Slam,148.5,0,-0.43
Alakazam,Roserade,Future Sight,192.6,Petal Dance,102.3,0,0.9
Alakazam,Rampardos,Focus Blast,176.7,Head Smash,280,0.19999999999999996,-0.97
Alakazam,Bastiodon,Focus Blast,204.4,Steel Roller,117.7,0.7,1.08
Alakazam,Lopunny,Focus Blast,132.9,Fake Out,44.6,0,0.88
Alakazam,Spiritomb,Energy Ball,51.2,Poltergeist,273.8,0.7,-2.02
Alakazam,Garchomp,Future Sight,84.2,Earthquake,157.7,0,-0.73
Alakazam,Lucario,Focus Blast,164.1,Meteor Mash,83.8,0,0.8
Alakazam,Hippowdon,Energy Ball,96.2,Earthquake,141.5,0.7,-0.24
Alakazam,Toxicroak,Future Sight,478.5,Gunk Shot,163.8,0,3.15
Alakazam,Abomasnow,Focus Blast,124.8,Wood Hammer,150,0.19999999999999996,-0.19
Alakazam,Weavile,Focus Blast,284.1,Knock Off,195.4,0,0.89
Alakazam,Rhyperior,Energy Ball,225.3,Rock Wrecker,249.2,0.7,-0.03
Alakazam,Leafeon,Future Sight,135,Solar Blade,175.4,0,-0.4
Alakazam,Glaceon,Focus Blast,134.3,Shadow Ball,95.4,0.19999999999999996,0.45
Alakazam,Gliscor,Future Sight,112.7,Earthquake,126.9,0,-0.14
Alakazam,Mamoswine,Focus Blast,144.9,Earthquake,157.7,0,-0.13
Alakazam,Gallade,Future Sight,84.6,Giga Impact,152.3,0,-0.68
Alakazam,Froslass,Future Sight,122.8,Shadow Ball,66.2,0,0.57
Alakazam,Rotom,Future Sight,132.8,Shadow Ball,115.4,0,0.17
Alakazam,Rotom-Heat,Future Sight,101.6,Overheat,99.2,0,0.02
Alakazam,Rotom-Wash,Energy Ball,102.4,Hydro Pump,83.8,0,0.19
Alakazam,Rotom-Frost,Focus Blast,136,Blizzard,100,0,0.36
Alakazam,Rotom-Fan,Future Sight,101.6,Dark Pulse,81.5,0,0.2
Alakazam,Rotom-Mow,Future Sight,101.6,Dark Pulse,81.5,0,0.2
Alakazam,Serperior,Future Sight,94,Giga Impact,110,0,-0.16
Alakazam,Emboar,Future Sight,204.3,Flare Blitz,180.8,0.19999999999999996,0.3
Alakazam,Samurott,Energy Ball,105.9,Hydro Cannon,116.2,0,-0.1
Alakazam,Samurott-Hisui,Focus Blast,152.7,Throat Chop,223.1,0,-0.7
Alakazam,Watchog,Focus Blast,177.8,Giga Impact,177.7,0,0
Alakazam,Liepard,Focus Blast,218.7,Giga Impact,121.5,0,0.97
